"freq_bin","magnitude"
0.0,325.43154004
3.6476381543e-07,1.94874299853
7.29527630859e-07,5.97070913718
1.09429144629e-06,1.80361689251
1.45905526172e-06,2.59836335868
1.82381907715e-06,1.65392551301
2.18858289258e-06,1.3143328463
2.55334670801e-06,1.82904365581
2.91811052344e-06,1.16228652942
3.28287433887e-06,1.14637976717
3.6476381543e-06,0.684239792913
4.01240196972e-06,0.183326099081
4.37716578515e-06,0.940241684225
4.74192960058e-06,0.432458241148
5.10669341601e-06,0.355851289239
5.47145723144e-06,0.584506195972
5.83622104687e-06,0.633850777473
6.2009848623e-06,0.196008311111
6.56574867773e-06,0.612861551842
6.93051249316e-06,0.544436228209
7.29527630859e-06,0.407529411573
7.66004012402e-06,0.24501657002
8.02480393945e-06,0.326240686784
8.38956775488e-06,0.483871887
8.75433157031e-06,0.309605256556
9.11909538574e-06,0.25335265598
9.48385920117e-06,0.517491838159
9.8486230166e-06,0.380293273846
1.0213386832e-05,0.197364126601
1.05781506475e-05,0.439482436446
1.09429144629e-05,0.568705165442
1.13076782783e-05,0.304971943984
1.16724420937e-05,0.314265394848
1.20372059092e-05,0.216796059015
1.24019697246e-05,0.454481001005
1.276673354e-05,0.27441967031
1.31314973555e-05,0.1333974119
1.34962611709e-05,0.0734077786927
1.38610249863e-05,0.0877700963763
1.42257888018e-05,0.164580932788
1.45905526172e-05,0.0692507609333
1.49553164326e-05,0.16846920002
1.5320080248e-05,0.208642655064
1.56848440635e-05,0.334578266367
1.60496078789e-05,0.19445050578
1.64143716943e-05,0.221849146248
1.67791355098e-05,0.30289580727
1.71438993252e-05,0.227613405382
1.75086631406e-05,0.261861816793
1.7873426956e-05,0.3250193881
1.82381907715e-05,0.084950518265
1.86029545869e-05,0.32263212427
1.89677184023e-05,0.306033920522
1.93324822178e-05,0.176269976717
1.96972460332e-05,0.398336173487
2.00620098486e-05,0.559582403438
2.04267736641e-05,0.381213824917
2.07915374795e-05,0.122381470265
2.11563012949e-05,0.316829964878
2.15210651103e-05,0.20132403795
2.18858289258e-05,0.191882494951
2.22505927412e-05,0.0189834753495
2.26153565566e-05,0.312662681824
2.29801203721e-05,0.0697754470906
2.33448841875e-05,0.111626174045
2.37096480029e-05,0.24100203462
2.40744118183e-05,0.233038516204
2.44391756338e-05,0.228738556503
2.48039394492e-05,0.157040569552
2.51687032646e-05,0.239997591485
2.55334670801e-05,0.185256953433
2.58982308955e-05,0.0624851462815
2.62629947109e-05,0.155478725666
2.66277585264e-05,0.0990279731328
2.69925223418e-05,0.254773694486
2.73572861572e-05,0.297347023311
2.77220499726e-05,0.296771970931
2.80868137881e-05,0.208129974349
2.84515776035e-05,0.123225830789
2.88163414189e-05,0.129061345609
2.91811052344e-05,0.246236212081
2.95458690498e-05,0.21285097953
2.99106328652e-05,0.177254517669
3.02753966806e-05,0.294179941265
3.06401604961e-05,0.241818071668
3.10049243115e-05,0.223866920673
3.13696881269e-05,0.0947988127535
3.17344519424e-05,0.205098832773
3.20992157578e-05,0.106630573722
3.24639795732e-05,0.196004057046
3.28287433887e-05,0.241158425934
3.31935072041e-05,0.0441691849953
3.35582710195e-05,0.320329884769
3.39230348349e-05,0.367627865021
3.42877986504e-05,0.277142421397
3.46525624658e-05,0.263290836995
3.50173262812e-05,0.144336014784
3.53820900967e-05,0.229168653806
3.57468539121e-05,0.0993478012723
3.61116177275e-05,0.108096454137
3.6476381543e-05,0.0838851992556
3.68411453584e-05,0.0380143991246
3.72059091738e-05,0.050712398307
3.75706729892e-05,0.112730269576
3.79354368047e-05,0.128074532842
3.83002006201e-05,0.156299944471
3.86649644355e-05,0.17207141803
3.9029728251e-05,0.0458403406424
3.93944920664e-05,0.127112343013
3.97592558818e-05,0.0674564852547
4.01240196972e-05,0.0399105098701
4.04887835127e-05,0.112407059064
4.08535473281e-05,0.161082445029
4.12183111435e-05,0.118663300213
4.1583074959e-05,0.0367805371707
4.19478387744e-05,0.0771289360216
4.23126025898e-05,0.279244782931
4.26773664053e-05,0.238963444898
4.30421302207e-05,0.0770336665172
4.34068940361e-05,0.0405414190718
4.37716578515e-05,0.234479226759
4.4136421667e-05,0.14863354872
4.45011854824e-05,0.149947017171
4.48659492978e-05,0.157401332487
4.52307131133e-05,0.126421031094
4.55954769287e-05,0.170980080067
4.59602407441e-05,0.212085885446
4.63250045595e-05,0.0723050539405
4.6689768375e-05,0.111336849051
4.70545321904e-05,0.115027277608
4.74192960058e-05,0.103145644346
4.77840598213e-05,0.152858072368
4.81488236367e-05,0.086586506218
4.85135874521e-05,0.0848472121803
4.88783512676e-05,0.166764362275
4.9243115083e-05,0.17212743591
4.96078788984e-05,0.186703805423
4.99726427138e-05,0.212013652108
5.03374065293e-05,0.124441486657
5.07021703447e-05,0.217045904782
5.10669341601e-05,0.212220091668
5.14316979756e-05,0.0545867058444
5.1796461791e-05,0.0894905922364
5.21612256064e-05,0.0827190216922
5.25259894218e-05,0.0526337039614
5.28907532373e-05,0.0529919392504
5.32555170527e-05,0.0917527443528
5.36202808681e-05,0.130041403126
5.39850446836e-05,0.121097730201
5.4349808499e-05,0.134107909828
5.47145723144e-05,0.0901519271582
5.50793361299e-05,0.0708967939549
5.54440999453e-05,0.171877999845
5.58088637607e-05,0.131355575566
5.61736275761e-05,0.117292892473
5.65383913916e-05,0.141967880481
5.6903155207e-05,0.162395223564
5.72679190224e-05,0.038038338181
5.76326828379e-05,0.116291687779
5.79974466533e-05,0.161068539526
5.83622104687e-05,0.0817438821954
5.87269742842e-05,0.0628167483728
5.90917380996e-05,0.157689434907
5.9456501915e-05,0.179374548236
5.98212657304e-05,0.157564095459
6.01860295459e-05,0.0566966390165
6.05507933613e-05,0.168034538349
6.09155571767e-05,0.0304350665006
6.12803209922e-05,0.11000164286
6.16450848076e-05,0.0732633263995
6.2009848623e-05,0.0876761751718
6.23746124384e-05,0.132996253946
6.27393762539e-05,0.180344065365
6.31041400693e-05,0.107176322348
6.34689038847e-05,0.104559867365
6.38336677002e-05,0.0280092016245
6.41984315156e-05,0.214279756591
6.4563195331e-05,0.126462176136
6.49279591465e-05,0.0765189807318
6.52927229619e-05,0.0275055894681
6.56574867773e-05,0.0772840325111
6.60222505927e-05,0.190079266315
6.63870144082e-05,0.0366460670122
6.67517782236e-05,0.0958664867026
6.7116542039e-05,0.147950718371
6.74813058545e-05,0.0621828003652
6.78460696699e-05,0.100468836514
6.82108334853e-05,0.0147711035177
6.85755973007e-05,0.0697107118379
6.89403611162e-05,0.121128057985
6.93051249316e-05,0.0708714921207
6.9669888747e-05,0.0908977776148
7.00346525625e-05,0.0766327347561
7.03994163779e-05,0.116449713565
7.07641801933e-05,0.0282502197553
7.11289440088e-05,0.0725685507851
7.14937078242e-05,0.0252711141477
7.18584716396e-05,0.0742228343268
7.2223235455e-05,0.0418850076613
7.25879992705e-05,0.00950522308274
7.29527630859e-05,0.121378236285
7.33175269013e-05,0.137409812622
7.36822907168e-05,0.0864810751017
7.40470545322e-05,0.0239494677006
7.44118183476e-05,0.0355813323762
7.4776582163e-05,0.0740466074354
7.51413459785e-05,0.117721879548
7.55061097939e-05,0.173743378147
7.58708736093e-05,0.148222638029
7.62356374248e-05,0.186188490689
7.66004012402e-05,0.0933943566768
7.69651650556e-05,0.070517719087
7.73299288711e-05,0.0922210190533
7.76946926865e-05,0.0749913081926
7.80594565019e-05,0.102360615241
7.84242203173e-05,0.0640635244117
7.87889841328e-05,0.121767665131
7.91537479482e-05,0.0845476292365
7.95185117636e-05,0.0662522377359
7.98832755791e-05,0.107150216019
8.02480393945e-05,0.0926412180089
8.06128032099e-05,0.0917827605199
8.09775670254e-05,0.131271190378
8.13423308408e-05,0.138855252165
8.17070946562e-05,0.0316951489436
8.20718584716e-05,0.0404236604929
8.24366222871e-05,0.0393127468328
8.28013861025e-05,0.0344828344273
8.31661499179e-05,0.0755502626056
8.35309137334e-05,0.157189497172
8.38956775488e-05,0.101191200205
8.42604413642e-05,0.0551676827502
8.46252051796e-05,0.151353782247
8.49899689951e-05,0.0428865665694
8.53547328105e-05,0.015649676397
8.57194966259e-05,0.0795390323051
8.60842604414e-05,0.0373397920928
8.64490242568e-05,0.0529723632257
8.68137880722e-05,0.0862954673364
8.71785518877e-05,0.103101095538
8.75433157031e-05,0.02300689042
8.79080795185e-05,0.119238697618
8.82728433339e-05,0.0632104241215
8.86376071494e-05,0.0569265313119
8.90023709648e-05,0.0613497457342
8.93671347802e-05,0.0407019706326
8.97318985957e-05,0.0378812023235
9.00966624111e-05,0.0338298488347
9.04614262265e-05,0.0444655899253
9.08261900419e-05,0.0430412781338
9.11909538574e-05,0.0942073672921
9.15557176728e-05,0.0436961022059
9.19204814882e-05,0.121286235316
9.22852453037e-05,0.0256216571865
9.26500091191e-05,0.0810113135287
9.30147729345e-05,0.0302975025976
9.337953675e-05,0.0268222651281
9.37443005654e-05,0.0566435525922
9.41090643808e-05,0.0575876754355
9.44738281962e-05,0.13950102755
9.48385920117e-05,0.0847107184877
9.52033558271e-05,0.0766624870696
9.55681196425e-05,0.0828993250913
9.5932883458e-05,0.0530888936049
9.62976472734e-05,0.0270846662606
9.66624110888e-05,0.0413729711945
9.70271749042e-05,0.0635049162984
9.73919387197e-05,0.0570866130536
9.77567025351e-05,0.0467707001361
9.81214663505e-05,0.0522948757997
9.8486230166e-05,0.0743515246638
9.88509939814e-05,0.0562700688016
9.92157577968e-05,0.0944643573812
9.95805216123e-05,0.0279888566334
9.99452854277e-05,0.0140466301094
0.000100310049243,0.0456342946525
0.000100674813059,0.0700117597228
0.000101039576874,0.0269104151597
0.000101404340689,0.0645977987567
0.000101769104505,0.0470419321175
0.00010213386832,0.037795962272
0.000102498632136,0.0152633059934
0.000102863395951,0.0848961960805
0.000103228159767,0.0692109315576
0.000103592923582,0.0832796922191
0.000103957687397,0.0626005018573
0.000104322451213,0.057611369847
0.000104687215028,0.102045220329
0.000105051978844,0.0478135389672
0.000105416742659,0.0415519939815
0.000105781506475,0.0241267033164
0.00010614627029,0.0626222326902
0.000106511034105,0.0902700565773
0.000106875797921,0.0283738883443
0.000107240561736,0.0434118371113
0.000107605325552,0.0769081670811
0.000107970089367,0.143687541189
0.000108334853183,0.0340405406729
0.000108699616998,0.0792914189866
0.000109064380813,0.0612284408432
0.000109429144629,0.0821919053959
0.000109793908444,0.0439240724905
0.00011015867226,0.018906197314
0.000110523436075,0.0872180421405
0.000110888199891,0.0464357952969
0.000111252963706,0.0496835894204
0.000111617727521,0.0416990919794
0.000111982491337,0.111984715064
0.000112347255152,0.0754452014488
0.000112712018968,0.0202767511869
0.000113076782783,0.045738346199
0.000113441546599,0.0622802414822
0.000113806310414,0.0192226862732
0.000114171074229,0.0583320481595
0.000114535838045,0.0322033191588
0.00011490060186,0.0990419537484
0.000115265365676,0.0648593929126
0.000115630129491,0.0473350700883
0.000115994893307,0.0451865552028
0.000116359657122,0.084212428025
0.000116724420937,0.0725865339019
0.000117089184753,0.0418064427127
0.000117453948568,0.0411909209718
0.000117818712384,0.0514763214261
0.000118183476199,0.040047803231
0.000118548240015,0.0977319550782
0.00011891300383,0.0104002895961
0.000119277767645,0.0599119922248
0.000119642531461,0.00709546474635
0.000120007295276,0.0494575255772
0.000120372059092,0.0878198252272
0.000120736822907,0.0381305892178
0.000121101586723,0.0297208452972
0.000121466350538,0.0369368756154
0.000121831114353,0.0763610483706
0.000122195878169,0.0358992019364
0.000122560641984,0.0529632281144
0.0001229254058,0.0634278432301
0.000123290169615,0.0615071750638
0.000123654933431,0.0549892292682
0.000124019697246,0.00860512838854
0.000124384461061,0.0427176005527
0.000124749224877,0.0679245170152
0.000125113988692,0.0283583457446
0.000125478752508,0.0639194993712
0.000125843516323,0.0395307829611
0.000126208280139,0.0358932064896
0.000126573043954,0.0252913813858
0.000126937807769,0.0446279905398
0.000127302571585,0.0339066439932
0.0001276673354,0.0774019691792
0.000128032099216,0.047160605338
0.000128396863031,0.0495518255618
0.000128761626847,0.127300223379
0.000129126390662,0.0489919998736
0.000129491154477,0.0280293380904
0.000129855918293,0.0565066731596
0.000130220682108,0.0690214854202
0.000130585445924,0.0790424279655
0.000130950209739,0.0571028846216
0.000131314973555,0.00906112050466
0.00013167973737,0.0413653041642
0.000132044501185,0.109270431595
0.000132409265001,0.0679619924414
0.000132774028816,0.0779247358788
0.000133138792632,0.0869255687883
0.000133503556447,0.079519558739
0.000133868320263,0.0427554015462
0.000134233084078,0.0500238602672
0.000134597847893,0.0176705484124
0.000134962611709,0.0244802324216
0.000135327375524,0.01041316873
0.00013569213934,0.0439417651662
0.000136056903155,0.042459007823
0.000136421666971,0.0678043892453
0.000136786430786,0.0317961928425
0.000137151194601,0.0525317251042
0.000137515958417,0.0736440811961
0.000137880722232,0.023475711697
0.000138245486048,0.034006435285
0.000138610249863,0.0580761358476
0.000138975013679,0.0225800598645
0.000139339777494,0.0438643891095
0.00013970454131,0.0433571769919
0.000140069305125,0.00670766194836
0.00014043406894,0.0199656039878
0.000140798832756,0.0317367124004
