"freq_bin","magnitude"
0.0,50244.2542635
3.64166059723e-07,3014.59164209
7.28332119446e-07,2307.1586314
1.09249817917e-06,170.610253836
1.45666423889e-06,117.877234329
1.82083029862e-06,154.449229213
2.18499635834e-06,326.140401591
2.54916241806e-06,853.533280213
2.91332847779e-06,266.097418143
3.27749453751e-06,68.0270920099
3.64166059723e-06,272.354793789
4.00582665696e-06,157.002907389
4.36999271668e-06,162.367008693
4.7341587764e-06,425.072072689
5.09832483613e-06,185.875217565
5.46249089585e-06,419.198240999
5.82665695557e-06,296.312756572
6.19082301529e-06,156.794012203
6.55498907502e-06,110.442240454
6.91915513474e-06,79.1783350753
7.28332119446e-06,117.204574236
7.64748725419e-06,103.828830829
8.01165331391e-06,197.81250626
8.37581937363e-06,95.7044564601
8.73998543336e-06,160.677484978
9.10415149308e-06,131.586889898
9.4683175528e-06,69.6218375586
9.83248361253e-06,210.805872369
1.01966496723e-05,122.554234445
1.0560815732e-05,33.9894413698
1.09249817917e-05,115.339017691
1.12891478514e-05,59.5499079895
1.16533139111e-05,160.46887598
1.20174799709e-05,83.2782198608
1.23816460306e-05,13.4945002498
1.27458120903e-05,27.7422751041
1.310997815e-05,80.1507660774
1.34741442098e-05,103.871835956
1.38383102695e-05,53.6838766148
1.42024763292e-05,77.1942086874
1.45666423889e-05,64.1587932528
1.49308084487e-05,49.4844238337
1.52949745084e-05,134.630605388
1.56591405681e-05,60.3868406146
1.60233066278e-05,77.3287336882
1.63874726875e-05,85.6145234501
1.67516387473e-05,77.016313891
1.7115804807e-05,45.9858461748
1.74799708667e-05,124.784894935
1.78441369264e-05,90.9686355445
1.82083029862e-05,63.2960466778
1.85724690459e-05,90.2652229098
1.89366351056e-05,22.6099475612
1.93008011653e-05,100.18505204
1.96649672251e-05,79.5191443557
2.00291332848e-05,12.8673065392
2.03932993445e-05,93.6141423291
2.07574654042e-05,58.5983909061
2.11216314639e-05,49.268616634
2.14857975237e-05,54.4922816917
2.18499635834e-05,35.0606562216
2.22141296431e-05,29.9403416081
2.25782957028e-05,107.155294466
2.29424617626e-05,59.9558891288
2.33066278223e-05,67.2110992757
